,user,item,date,rating
2288,865936,247141,2013-05-03,4
2289,1803508850,247141,2014-12-16,5
2290,383346,96226,2011-01-04,5
2291,169430,234915,2007-09-30,4
2292,37636,93873,2004-12-17,5
2293,172369,93873,2005-07-25,5
2294,8688,93873,2006-10-05,5
2295,147027,93873,2007-04-09,5
2296,432917,93873,2007-04-14,5
2297,222564,93873,2007-05-04,5
2298,362546,93873,2008-01-20,3
2299,657197,93873,2009-07-01,5
2300,187373,93873,2010-03-27,4
2301,169430,220265,2007-04-05,5
2302,382071,220265,2007-04-28,5
2303,246936,290326,2008-03-06,5
2304,351811,290326,2008-03-31,5
2305,359220,290326,2008-04-10,4
2306,39301,290326,2008-04-17,4
2307,383346,290326,2009-07-27,5
2308,66411,290326,2011-07-09,5
2309,48763,36311,2002-09-09,5
2310,340130,36311,2008-04-20,5
2311,222564,36311,2011-06-10,5
2312,383346,320846,2008-08-29,5
2313,643263,108567,2007-12-14,5
2314,54678,396736,2010-05-09,5
2315,318235,396736,2010-08-16,5
2316,39733,25578,2002-08-19,5
2317,73385,25578,2003-02-21,5
2318,176615,292695,2009-05-07,5
2319,440158,223668,2007-04-21,5
2320,107135,223668,2007-06-05,5
2321,324390,223668,2007-08-20,5
2322,37449,92004,2006-07-31,5
2323,424680,92004,2008-04-10,5
2324,8688,68026,2008-02-17,5
2325,498271,290974,2008-10-21,5
2326,383346,330844,2009-03-02,5
2327,231057,414739,2011-06-08,5
2328,358796,237334,2009-12-19,5
2329,719313,279526,2008-01-18,5
2330,169969,16613,2006-04-08,3
2331,43083,16613,2010-04-05,2
2332,143318,242211,2008-05-10,5
2333,58104,457385,2011-06-15,5
2334,539686,457385,2011-06-21,5
2335,383346,457385,2011-06-24,5
2336,125388,135442,2007-09-23,5
2337,131674,253962,2008-01-26,5
2338,17803,253962,2008-01-28,5
2339,351811,253962,2008-08-10,5
2340,305531,253962,2010-12-18,5
2341,526666,253962,2011-02-08,5
2342,165217,253962,2011-03-23,0
2343,779699,277324,2009-10-05,5
2344,383346,277324,2009-10-08,4
2345,58104,277324,2010-02-07,5
2346,135470,277324,2010-10-20,5
2347,1072593,277324,2011-02-06,5
2348,498271,265901,2007-11-21,5
2349,324390,265901,2008-02-04,5
2350,248383,265901,2012-04-29,4
2351,383346,298018,2012-02-20,4
2352,61660,369377,2009-05-28,5
2353,330545,369377,2009-06-04,5
2354,1082933,369377,2009-07-26,5
2355,128473,369377,2010-04-29,5
2356,8688,369377,2012-06-23,5
2357,222564,369377,2014-02-07,5
2358,2001852008,369377,2017-12-17,5
2359,209747,262974,2007-11-20,5
2360,324390,262974,2007-11-30,5
2361,330545,262974,2007-12-09,5
2362,1072593,262974,2014-12-15,5
2363,497077,322795,2008-10-22,5
2364,526666,322795,2010-11-12,5
2365,128473,322795,2012-10-11,5
2366,340130,149054,2007-06-04,5
2367,156034,139129,2006-05-16,5
2368,656133,139129,2007-11-19,5
2369,1265556,139129,2009-05-11,5
2370,169140,190889,2007-05-09,5
2371,383346,190889,2007-12-28,5
2372,794258,190889,2008-03-18,0
2373,58104,457383,2011-06-22,4
2374,1072593,457383,2011-06-24,5
2375,58104,220202,2007-04-07,5
2376,61660,220202,2007-11-27,5
2377,465056,253667,2007-10-03,4
2378,68960,253667,2007-10-21,4
2379,86512,253667,2007-12-13,4
2380,469903,253667,2008-04-28,5
2381,552613,253667,2008-10-16,5
2382,450004,253667,2011-06-25,5
2383,496803,253667,2011-06-25,5
2384,599450,503051,2013-08-11,5
2385,97895,74070,2003-12-01,5
2386,644116,74070,2007-12-17,5
2387,1133653,74070,2013-01-07,5
2388,60716,298246,2011-11-19,5
2389,222564,298246,2014-01-09,5
2390,310749,147530,2008-02-17,3
2391,67899,142499,2006-02-17,5
2392,83093,142499,2006-07-09,5
2393,96641,142499,2007-06-04,5
2394,417332,452032,2011-05-03,5
2395,17803,433560,2010-09-07,5
2396,1925885,504698,2013-07-30,5
2397,383346,504698,2013-08-05,5
2398,599450,504698,2013-08-06,5
2399,89831,263469,2007-11-20,5
2400,131674,263469,2007-12-26,5
2401,383346,263469,2007-12-31,5
2402,209747,325381,2008-10-07,5
2403,87160,126607,2005-10-22,4
2404,383346,126607,2006-12-24,5
2405,351811,126607,2007-02-18,5
2406,61660,126607,2007-05-15,5
2407,1338044,126607,2009-07-28,0
2408,43083,126607,2010-02-02,5
2409,383795,126607,2011-07-06,5
2410,89831,239911,2007-09-09,5
2411,724631,483578,2012-07-24,5
2412,724631,372867,2009-05-26,5
2413,383346,372867,2009-05-30,5
2414,227978,372867,2009-06-05,5
2415,306797,372867,2009-06-08,5
2416,715731,372867,2009-07-15,5
2417,61660,372867,2009-07-29,5
2418,386585,372867,2009-10-14,5
2419,226863,372867,2010-07-25,5
2420,539686,372867,2013-08-09,5
2421,107135,372867,2013-08-10,5
2422,9869,14450,2001-12-28,5
2423,179133,14450,2008-05-17,5
2424,38218,8824,2005-09-10,5
2425,469903,294828,2008-03-30,5
2426,657555,294828,2009-09-23,5
2427,131674,251229,2007-11-11,5
2428,209747,251229,2007-11-12,5
2429,8688,251229,2007-11-28,4
2430,679953,502258,2013-09-06,5
2431,80353,502258,2014-08-08,5
2432,1925885,502258,2018-08-17,4
2433,383346,327109,2011-09-11,4
2434,61660,326342,2008-12-06,4
2435,383346,326342,2011-05-12,4
2436,724631,485158,2012-08-23,4
2437,383346,277938,2008-01-12,4
2438,552613,277938,2008-06-08,5
2439,86512,277938,2008-06-15,4
2440,166642,277938,2008-06-15,5
2441,422893,277938,2008-07-05,5
2442,538524,277938,2008-07-11,5
2443,63408,73658,2003-12-11,5
2444,250716,73658,2005-12-10,3
2445,324390,85012,2007-10-27,5
2446,369715,85012,2008-02-10,4
2447,327115,85012,2008-03-20,5
2448,422893,85012,2008-03-21,5
2449,61660,85012,2008-04-23,5
2450,305531,85012,2009-10-18,5
2451,128473,85012,2015-10-29,5
2452,39277,31471,2002-08-15,5
2453,68613,31471,2003-07-17,5
2454,55795,31471,2009-08-16,5
2455,1206102,31471,2011-06-13,5
2456,2001439588,31471,2017-06-05,0
2457,1642167,328169,2010-06-27,5
2458,204024,231517,2008-01-06,4
2459,169430,231517,2008-07-01,5
2460,465829,231517,2008-12-04,5
2461,17803,226456,2009-07-16,5
2462,383346,258325,2013-03-09,3
2463,35526,8730,2002-05-31,5
2464,15851,8730,2002-07-23,4
2465,121985,8730,2004-08-02,5
2466,58104,8730,2004-09-18,5
2467,141980,8730,2005-11-28,5
2468,138376,8730,2006-11-22,5
2469,56680,8730,2006-12-07,5
2470,246936,8730,2006-12-08,5
2471,340576,8730,2007-03-23,5
2472,177933,8730,2007-11-14,5
2473,454538,8730,2009-01-28,0
2474,57222,8730,2009-05-31,5
2475,61569,8730,2009-07-21,5
2476,2389542,8730,2017-02-06,5
2477,2001591885,8730,2017-06-19,0
2478,2002236994,8730,2018-08-02,0
2479,954555,76215,2008-11-05,4
2480,179133,76215,2009-01-10,5
2481,383346,354084,2011-02-22,4
2482,383346,474285,2012-05-02,5
2483,209747,120804,2005-09-06,5
2484,344231,120804,2007-06-25,5
2485,222564,474285,2013-08-25,5
2486,106506,209839,2007-06-01,4
2487,52271,37208,2002-08-15,5
2488,50441,37208,2002-08-16,0
2489,190112,37208,2005-07-01,4
2490,461428,326113,2008-10-18,3
2491,383346,326113,2009-01-17,5
2492,130663,249382,2008-11-10,5
2493,383346,249382,2008-11-15,5
2494,135470,328493,2016-08-05,5
2495,486032,332069,2008-10-27,5
2496,283390,128717,2006-09-24,3
2497,149363,128717,2006-09-28,5
2498,128473,339388,2008-11-28,5
2499,383346,339388,2010-12-30,5
2500,226863,291263,2011-03-20,5
2501,383346,291263,2012-02-10,4
2502,383346,418656,2010-04-10,3
2503,131711,86655,2004-06-16,5
2504,143445,86655,2004-08-05,5
2505,176885,86655,2005-02-27,5
2506,128473,456698,2011-06-21,5
2507,383346,304849,2008-08-03,5
2508,330545,304849,2009-01-16,5
2509,422893,304849,2009-03-05,5
2510,172369,129985,2005-07-16,5
2511,623399,45419,2008-10-23,4
2512,422893,219015,2007-11-09,4
2513,143318,219015,2010-04-20,4
2514,383346,219015,2011-04-15,4
2515,143318,268954,2007-12-11,4
2516,58104,56179,2003-03-12,5
2517,37779,56179,2003-04-24,5
2518,8688,56179,2007-03-09,4
2519,315872,56179,2007-07-04,5
2520,89831,56179,2007-12-09,5
2521,383853,56179,2008-01-14,5
2522,538524,56179,2008-02-10,5
2523,753167,56179,2008-06-01,5
2524,369597,56179,2008-06-02,5
2525,469903,56179,2008-07-07,5
2526,1072593,56179,2009-01-04,5
2527,427184,56179,2010-01-08,5
2528,876385,56179,2010-02-07,4
2529,724631,56179,2012-07-23,5
2530,2001329893,56179,2017-01-02,5
2531,2001497872,56179,2017-04-19,0
2532,526666,436795,2010-09-30,5
2533,559283,267788,2008-10-18,4
2534,875081,267788,2010-02-26,4
2535,255075,143220,2005-11-27,5
2536,124249,143220,2006-02-17,5
2537,1072593,143220,2011-10-04,5
2538,128473,143220,2013-10-27,5
2539,2385284,318377,2012-09-01,0
2540,58104,190430,2007-06-05,5
2541,223854,269524,2010-10-17,5
2542,155290,30974,2004-09-16,5
2543,294916,30974,2007-03-10,5
2544,169130,166995,2006-05-08,5
2545,209135,143265,2007-09-11,5
2546,431813,143265,2008-04-14,5
2547,1345230,143265,2009-08-08,5
2548,562747,280616,2008-12-19,5
2549,486725,332261,2008-11-15,5
2550,1329782,332261,2010-03-10,5
2551,34280,15719,2002-04-03,4
2552,1086570,480551,2014-04-18,5
2553,223979,166537,2006-06-04,5
2554,276833,166537,2006-06-06,5
2555,169969,166537,2007-05-26,5
2556,29655,166537,2007-06-04,5
2557,121690,166537,2007-06-11,5
2558,353579,166537,2007-07-08,4
2559,383346,166537,2007-07-24,5
2560,520150,166537,2007-08-16,4
2561,227456,166537,2009-02-17,4
2562,2001914544,166537,2018-01-06,1
2563,2002000770,166537,2018-03-02,0
2564,344214,46288,2006-12-13,3
2565,8688,134484,2006-09-28,4
2566,17803,134484,2007-05-27,4
2567,383346,134484,2007-08-09,3
2568,120566,134484,2009-05-26,5
2569,135470,134484,2011-08-31,4
2570,80353,310564,2008-06-25,5
2571,401336,310564,2008-06-25,5
2572,61660,310564,2008-06-26,5
2573,169969,310564,2008-06-26,5
2574,166642,310564,2008-06-26,5
2575,383346,310564,2008-06-27,4
2576,171790,310564,2008-06-28,5
2577,130663,310564,2008-06-28,5
2578,486725,310564,2008-07-01,5
2579,269480,310564,2008-07-01,5
2580,130819,310564,2008-07-01,5
2581,333017,310564,2008-07-09,3
2582,257118,310564,2008-08-24,5
2583,179133,310564,2010-03-26,5
2584,898893,310564,2013-07-07,5
2585,31840,310583,2009-06-11,5
2586,268185,318759,2010-05-10,5
2587,583193,318759,2014-04-20,5
2588,2002272187,480872,2018-09-11,5
2589,115658,116137,2005-04-23,4
2590,38643,116137,2005-04-24,5
2591,1642626,116137,2010-06-28,5
2592,153627,97482,2006-01-02,5
2593,35714,97482,2006-01-13,0
2594,179987,97482,2008-11-17,5
2595,1329782,432065,2011-03-25,5
2596,383346,432065,2013-10-30,4
2597,101823,85476,2004-08-06,5
2598,489262,85476,2007-04-24,4
2599,970071,85476,2009-02-11,5
2600,2123645,85476,2014-11-29,5
2601,1638079,85476,2016-02-06,3
2602,653738,234517,2009-10-14,5
2603,296027,314820,2008-09-29,5
2604,227978,437354,2011-03-24,5
2605,92385,100344,2004-09-26,4
2606,312503,100344,2006-04-21,0
2607,239808,100344,2006-07-03,5
2608,182010,100344,2006-07-15,4
2609,135470,361961,2009-03-28,2
2610,383346,361961,2009-04-29,5
2611,531029,251804,2009-07-08,5
2612,498271,251804,2012-07-11,5
2613,535512,185827,2007-07-29,5
2614,88099,228520,2007-10-13,3
2615,56112,228520,2007-10-16,4
2616,296027,228520,2007-10-17,4
2617,599450,228520,2008-01-13,5
2618,61660,228520,2008-03-05,5
2619,89831,228520,2008-03-24,5
2620,209747,228520,2008-03-24,5
2621,58104,228520,2008-04-11,5
2622,207616,228520,2008-06-23,5
2623,324390,228520,2008-06-25,4
2624,538524,228520,2008-06-28,5
2625,131674,228520,2008-09-21,4
2626,43083,228520,2010-02-01,3
2627,2115815,228520,2012-06-10,0
2628,157248,100307,2005-02-15,5
2629,67395,100307,2005-03-31,5
2630,41578,100307,2006-08-27,5
2631,141293,100307,2007-01-11,5
2632,324390,100307,2007-02-28,5
2633,351811,100307,2007-04-12,5
2634,296027,100307,2007-07-26,5
2635,67103,100307,2008-01-04,5
2636,227164,128186,2008-04-06,5
2637,209747,128186,2008-08-05,5
2638,431813,143269,2008-04-09,5
2639,89831,176415,2006-07-08,5
2640,185721,176415,2009-07-03,5
2641,1314487,176415,2009-07-04,0
2642,1072593,176415,2011-03-31,5
2643,724631,176415,2012-07-04,4
2644,383346,176415,2013-07-16,5
2645,242766,176415,2014-07-05,5
2646,422893,262969,2007-12-21,4
2647,41578,67415,2005-01-15,5
2648,125388,67415,2007-08-25,4
2649,1072593,67415,2008-12-19,5
2650,498271,386347,2010-02-11,4
2651,560491,386347,2010-04-28,4
2652,383346,386347,2010-07-12,4
2653,2001624675,386347,2017-07-13,4
2654,1072593,292887,2010-12-07,5
2655,422893,286332,2008-03-21,4
2656,58104,286332,2008-04-27,5
2657,110034,33218,2004-09-27,5
2658,383346,306880,2008-09-12,5
2659,1925885,491628,2013-09-30,3
2660,49304,92502,2005-01-09,5
2661,125388,92502,2006-11-25,5
2662,346850,319373,2009-06-25,5
2663,343160,319373,2010-09-03,5
2664,2000384415,319373,2015-08-04,5
2665,1553243,319373,2011-03-31,4
2666,305531,396736,2017-10-26,5
2667,340130,396736,2009-12-25,5
2668,174096,396736,2009-12-31,5
2669,454599,204520,2007-11-23,4
2670,383346,290202,2010-12-31,5
2671,424680,344704,2009-04-05,5
2672,89831,218924,2007-03-29,5
2673,296809,218924,2007-06-12,5
2674,121690,218924,2007-08-02,5
2675,353579,218924,2008-02-01,5
2676,351811,218924,2008-05-26,5
2677,8688,218924,2008-06-07,5
2678,209747,218924,2008-08-06,5
2679,37449,218924,2008-09-12,5
2680,383346,218924,2009-10-04,4
2681,204024,218924,2013-03-16,5
2682,383346,358492,2009-05-20,5
2683,329618,294532,2008-03-26,5
2684,452355,358492,2009-05-11,4
2685,477411,358492,2009-05-12,4
2686,61660,358492,2009-05-18,5
2687,1072461,358492,2009-06-23,5
2688,1072593,358492,2009-07-08,5
2689,362983,358492,2009-09-29,5
2690,246482,358492,2012-08-02,5
2691,107135,358492,2012-08-06,5
2692,226863,358492,2012-08-12,5
2693,577671,122439,2008-02-23,5
2694,179368,294532,2010-01-24,5
2695,550843,294532,2010-08-05,5
2696,711724,294532,2010-12-31,5
2697,884086,294532,2011-07-03,5
2698,57222,294532,2012-02-19,5
2699,1530179,294532,2012-06-03,5
2700,2222923,294532,2012-08-12,5
2701,2001322724,294532,2016-12-26,1
2702,2001453730,294532,2017-03-24,5
2703,2001464971,294532,2017-03-31,3
2704,2001035410,294532,2017-04-20,0
2705,2001525123,294532,2017-05-07,2
2706,2001557801,294532,2017-05-28,5
2707,2001612453,294532,2017-07-04,1
2708,2001618396,294532,2017-07-08,4
2709,2001623975,294532,2017-07-12,2
2710,2001765069,294532,2017-10-27,5
2711,2002100096,294532,2018-04-07,0
2712,2002149334,294532,2018-05-11,0
2713,2002152619,294532,2018-05-14,4
2714,2002167878,294532,2018-05-28,4
2715,2002223735,294532,2018-07-20,5
2716,2002226139,294532,2018-07-22,0
2717,2002238191,294532,2018-08-03,5
2718,2002298826,294532,2018-10-12,4
2719,169430,320541,2008-10-08,5
2720,383346,320541,2008-12-01,5
2721,324390,271019,2007-12-26,4
2722,351811,271019,2008-01-06,4
2723,382071,271019,2008-03-02,0
2724,383346,271019,2009-03-06,5
2725,209747,271019,2009-03-18,4
2726,43083,271019,2010-02-02,3
2727,350938,398617,2010-05-07,5
2728,227978,398617,2010-11-14,5
2729,212609,398617,2011-10-12,5
2730,869184,398617,2013-10-14,5
2731,1072593,398617,2014-10-30,5
2732,101823,106765,2005-07-08,4
2733,486725,106765,2007-04-30,3
2734,17803,28715,2008-04-22,5
2735,86512,28715,2008-04-22,5
2736,678857,28715,2008-04-29,5
2737,43083,28715,2010-04-01,4
2738,89831,81423,2005-11-28,5
2739,422893,302918,2009-03-31,4
2740,61660,279346,2008-01-22,5
2741,128473,279346,2008-02-15,5
2742,383346,279346,2008-11-24,5
2743,481092,279346,2009-01-24,5
2744,895132,485413,2012-08-22,5
2745,471300,485413,2012-08-25,5
2746,219942,485413,2012-08-30,5
2747,330545,301042,2008-06-14,4
2748,144490,301042,2008-06-25,4
2749,424680,301042,2008-06-29,5
2750,151665,77790,2005-01-19,5
2751,177392,77790,2005-12-30,5
2752,226242,77790,2008-12-30,5
2753,461834,455734,2011-05-26,5
2754,305531,455734,2011-05-29,5
2755,128473,455734,2011-06-07,5
2756,169430,455734,2011-12-02,5
2757,679953,455734,2012-03-20,5
2758,88099,72956,2004-12-30,5
2759,169969,72956,2006-02-01,5
2760,293946,72956,2006-07-29,5
2761,283390,72956,2006-09-15,5
2762,350471,72956,2007-01-07,5
2763,569557,72956,2007-08-27,5
2764,524381,72956,2007-09-01,5
2765,537617,72956,2008-05-18,5
2766,169430,244731,2008-07-13,5
2767,26512,244731,2008-07-21,5
2768,296027,244731,2008-08-05,5
2769,715238,244731,2009-09-24,5
2770,222564,244731,2015-06-25,5
2771,58104,68853,2003-09-16,4
2772,89831,161969,2006-04-09,5
2773,383346,161969,2007-06-06,5
2774,84038,66503,2005-09-12,5
2775,169969,163325,2006-04-14,5
2776,384552,163325,2007-11-20,5
2777,791391,163325,2008-07-31,4
2778,31611,163325,2009-06-17,5
2779,234430,163325,2012-08-02,5
2780,706608,163325,2012-11-20,5
2781,2585084,488715,2013-05-03,5
2782,560491,427188,2010-06-07,4
2783,58308,119111,2005-09-13,5
2784,367711,119111,2008-05-27,5
2785,207616,119111,2008-07-24,5
2786,2001831239,119111,2017-11-30,4
2787,2002038590,119111,2018-03-08,0
2788,88099,125256,2005-12-10,5
2789,111075,125256,2005-12-28,5
2790,451456,125256,2007-12-28,5
2791,169430,318525,2008-09-29,5
2792,679953,318525,2008-10-22,5
2793,197023,318525,2008-11-19,5
2794,96177,318525,2008-12-28,5
2795,166642,318525,2009-07-17,5
2796,305531,318525,2010-09-06,5
2797,174699,87176,2004-11-20,5
2798,29782,87176,2005-02-18,5
2799,222564,283958,2018-03-17,5
2800,226863,318525,2011-03-28,5
2801,1458727,318525,2011-03-29,0
2802,2597942,318525,2013-03-17,5
2803,383346,241815,2008-04-08,5
2804,222564,241815,2013-02-10,5
2805,2001869564,241815,2018-01-24,0
2806,2002170700,241815,2018-05-31,1
2807,125356,270195,2009-04-23,5
2808,833516,272605,2008-12-02,5
2809,623399,272605,2009-03-25,5
2810,58104,320919,2008-09-12,5
2811,176615,320919,2008-12-24,5
2812,222564,320919,2013-10-19,5
2813,320982,169601,2007-06-09,5
2814,169969,282958,2008-02-29,5
2815,724631,322466,2009-05-29,5
2816,177435,322466,2009-06-03,5
2817,135470,322466,2011-06-18,4
2818,2001533437,322466,2017-05-12,0
2819,128473,378679,2009-08-24,5
2820,179133,378679,2010-04-16,5
2821,80353,231399,2007-06-23,5
2822,157425,231399,2007-11-17,5
2823,685988,231399,2008-04-10,5
2824,201581,231399,2009-04-04,5
2825,489552,231399,2009-05-15,5
2826,37449,231399,2009-05-17,5
2827,204024,231399,2009-05-22,5
2828,571785,231399,2009-06-01,5
2829,945233,231399,2009-08-20,5
2830,866963,231399,2011-08-16,5
2831,2698674,231399,2015-04-07,0
2832,2000461320,322466,2017-11-12,5
2833,1249461,269982,2009-06-03,5
2834,424680,269982,2009-07-04,5
2835,207616,314122,2008-08-19,5
2836,383346,245071,2007-08-10,5
2837,296027,245071,2007-09-02,5
2838,431813,245071,2007-12-29,5
2839,61660,245071,2008-03-30,5
2840,353579,245071,2010-01-03,5
2841,135566,176733,2009-12-18,5
2842,382071,252237,2007-09-22,4
2843,383346,252237,2007-10-06,4
2844,143318,252237,2007-10-08,5
2845,500671,252237,2007-10-13,4
2846,431813,252237,2007-10-21,4
2847,37305,252237,2008-01-04,4
2848,412847,225551,2007-05-29,2
2849,383346,225551,2007-05-20,5
2850,465829,335609,2009-02-23,5
2851,324390,335609,2009-04-05,5
2852,623399,335609,2009-04-21,5
2853,869532,335609,2009-06-27,5
2854,383346,335609,2009-07-05,5
2855,88099,335609,2009-09-05,5
2856,679953,335609,2010-10-16,5
2857,526666,413258,2012-04-18,5
2858,80998,254112,2009-01-13,5
2859,498271,254112,2010-05-08,5
2860,474322,254112,2010-07-07,5
2861,526666,254112,2011-03-17,5
2862,4439,143563,2006-01-05,5
2863,89831,309521,2008-07-14,5
2864,628779,309521,2008-09-23,5
2865,61660,309521,2008-06-24,5
2866,324390,309521,2008-06-26,5
2867,166642,309521,2008-11-07,5
2868,88099,214317,2007-03-31,5
2869,465056,214317,2007-08-02,5
2870,800543,280521,2008-07-24,5
2871,383346,280521,2008-08-03,5
2872,326438,199607,2008-11-30,3
2873,71298,32827,2003-04-18,4
2874,44689,32827,2004-05-16,5
2875,107135,32827,2005-01-09,5
2876,290107,32827,2006-04-30,4
2877,383346,386362,2009-08-30,3
2878,61660,64855,2003-06-24,4
2879,68727,64855,2003-06-27,3
2880,76552,64855,2003-07-01,5
2881,86045,64855,2003-07-04,0
2882,116167,64855,2003-12-06,4
2883,85210,64855,2004-05-29,5
2884,14823,64855,2004-06-23,5
2885,76231,64855,2004-07-24,0
2886,60260,64855,2004-08-09,5
2887,111678,64855,2006-06-09,5
2888,269891,64855,2006-10-04,4
2889,173880,64855,2007-02-22,5
2890,57400,64855,2007-06-24,5
2891,206747,64855,2007-07-04,4
2892,412925,64855,2008-02-08,5
2893,416071,64855,2010-05-07,5
2894,140028,64855,2010-06-14,5
2895,1353380,64855,2014-07-14,5
2896,58054,64855,2014-08-13,5
2897,724631,334432,2008-12-05,5
2898,2200696,334432,2012-03-03,0
2899,157425,326404,2009-02-28,5
2900,498271,326404,2011-07-07,5
2901,2000331336,474794,2015-07-11,5
2902,498271,303753,2008-06-11,5
2903,461834,303753,2008-10-16,5
2904,339260,303753,2010-01-31,5
2905,324390,303753,2010-02-01,5
2906,233583,303753,2010-05-27,5
2907,126440,303753,2010-05-28,5
2908,383346,421235,2011-03-19,4
2909,305531,258558,2007-10-26,5
2910,382071,258558,2007-10-29,5
2911,422893,258558,2007-12-08,5
2912,17803,258558,2007-12-27,5
2913,351811,258558,2008-07-25,5
2914,386585,258558,2008-10-14,5
2915,461834,258558,2008-12-14,5
2916,61660,314283,2008-07-21,5
2917,209747,314283,2008-07-29,4
2918,8688,248610,2007-09-13,5
2919,383346,248610,2007-09-18,5
2920,248023,248610,2008-01-30,5
2921,623399,248610,2009-11-10,5
2922,222564,248610,2014-02-13,5
2923,131674,423847,2010-05-30,5
2924,552613,423847,2010-06-25,5
2925,527607,423847,2011-04-01,5
2926,226863,423847,2011-04-16,5
2927,679953,423847,2011-04-28,5
2928,58104,422556,2010-05-08,5
2929,424680,422556,2010-05-28,5
2930,279989,422556,2010-07-08,5
2931,28442,80100,2004-01-05,5
2932,37779,80100,2005-12-20,5
2933,169969,80100,2005-12-23,5
2934,176615,80100,2005-12-24,5
2935,39301,80100,2007-01-01,5
2936,2000498330,80100,2017-12-11,5
2937,169969,212118,2007-03-05,5
2938,285039,212118,2007-04-14,2
2939,492549,212118,2007-04-30,5
2940,61660,212118,2007-05-11,5
2941,281399,212118,2007-06-20,5
2942,431813,212118,2007-09-06,5
2943,324390,212118,2007-09-10,5
2944,8688,212118,2007-09-13,5
2945,382071,212118,2007-10-29,0
2946,330545,212118,2008-03-17,5
2947,452355,288645,2008-06-04,5
2948,527886,288645,2008-07-05,4
2949,58931,96247,2004-08-01,0
2950,8688,96247,2007-01-09,5
2951,185387,96247,2007-02-28,5
2952,29782,96247,2007-03-18,5
2953,171904,96247,2007-09-01,5
2954,86512,96247,2008-12-14,5
2955,219278,96247,2009-01-31,5
2956,209747,169648,2006-06-07,5
2957,192581,169648,2006-06-10,5
2958,65197,169648,2006-06-12,5
2959,83093,169648,2006-06-12,5
2960,61660,169648,2006-06-13,5
2961,288218,169648,2006-06-15,5
2962,88099,169648,2006-06-17,5
2963,296027,169648,2007-05-05,5
2964,377070,169648,2007-06-20,4
2965,485728,169648,2009-08-23,5
2966,498271,262501,2013-06-12,5
2967,58104,174216,2006-09-15,5
2968,88099,174216,2006-10-24,5
2969,486725,174216,2010-07-05,4
2970,169969,173659,2006-07-01,5
2971,209983,173659,2006-07-10,5
2972,227607,173659,2007-01-06,5
2973,324390,173659,2007-04-09,5
2974,8688,173659,2007-12-20,5
2975,383346,173659,2007-12-27,5
2976,43083,173659,2010-01-28,4
2977,1072593,173659,2012-02-19,5
2978,324390,295920,2008-07-01,4
2979,383346,295920,2008-07-31,5
2980,469903,295920,2011-05-21,5
2981,446523,310711,2009-01-01,5
2982,481092,310711,2009-02-27,5
2983,85573,310711,2009-04-03,5
2984,383346,310711,2009-09-24,5
2985,43083,310711,2010-02-03,4
2986,852554,310711,2012-04-20,5
2987,61660,285133,2008-04-18,5
2988,324390,123552,2007-06-02,5
2989,37449,255839,2007-10-12,5
2990,83093,255839,2008-03-10,5
2991,424680,255839,2008-03-14,5
2992,552613,255839,2008-06-08,5
2993,223854,255839,2008-06-12,5
2994,80353,255839,2008-06-15,5
2995,141569,255839,2008-06-16,5
2996,428885,255839,2008-06-17,5
2997,58104,172079,2006-07-06,5
2998,2178,172079,2006-08-19,3
2999,936930,328206,2008-09-30,0
3000,324390,207825,2007-02-03,5
3001,8688,207825,2007-04-11,5
3002,432917,207825,2008-04-03,5
3003,37449,207825,2009-01-06,5
3004,204024,207825,2009-03-08,5
3005,56003,207825,2009-10-25,5
3006,400708,207825,2012-10-01,4
3007,149363,383146,2009-07-28,5
3008,172369,55089,2005-12-28,5
3009,56112,55089,2006-08-09,0
3010,354413,55089,2008-07-18,3
3011,560491,480683,2012-07-22,5
3012,327115,94495,2008-02-22,5
3013,1303248,94495,2009-06-29,5
3014,52282,222261,2007-09-09,5
3015,353485,222261,2009-03-29,4
3016,383346,222261,2009-05-24,5
3017,17803,222261,2010-05-31,5
3018,242642,222261,2010-06-13,5
3019,1072593,222261,2011-04-29,5
3020,1562345,222261,2012-05-01,0
3021,583193,222261,2013-02-03,0
3022,464080,326374,2009-01-15,5
3023,40114,326374,2010-08-12,4
3024,63526,34731,2003-02-19,5
3025,431813,283673,2008-02-08,5
3026,408454,283673,2008-02-08,5
3027,383346,283673,2008-05-28,5
3028,80353,283673,2008-07-08,5
3029,169065,283673,2009-10-31,5
3030,2000351359,283673,2015-07-20,4
3031,2000798955,283673,2016-01-04,4
3032,2001414894,283673,2017-03-03,5
3033,305531,217537,2007-04-02,5
3034,383346,227753,2007-05-18,5
3035,306797,227753,2007-09-01,5
3036,2001602048,283673,2017-06-27,0
3037,2001915586,283673,2018-01-06,0
3038,324390,217537,2007-04-03,5
3039,169969,217537,2007-04-19,5
3040,209747,217537,2007-11-30,5
3041,86512,217537,2007-12-12,4
3042,131674,217537,2008-03-28,5
3043,130663,217537,2008-08-20,5
3044,43083,217537,2010-02-03,4
3045,37449,265892,2007-11-27,4
3046,527607,265892,2007-12-01,5
3047,226066,265892,2007-12-01,5
3048,131674,265892,2008-02-11,5
3049,204024,265892,2008-03-13,4
3050,430471,265892,2008-04-01,5
3051,296027,265892,2008-04-17,5
3052,424680,265892,2008-05-05,5
3053,285039,265892,2008-05-16,5
3054,422893,265892,2008-10-25,4
3055,56003,265892,2009-10-14,4
3056,220348,265892,2010-10-10,5
