,item,score,user,rank,Algorithm
589,146320,4.938727516923162,130663,40,ExplicitMF
590,171865,4.936486424554281,130663,41,ExplicitMF
591,249488,4.935390053991552,130663,42,ExplicitMF
592,369543,4.93502617071963,130663,43,ExplicitMF
593,243468,4.934623236978899,130663,44,ExplicitMF
594,88364,4.933088472159692,130663,45,ExplicitMF
595,29570,4.932684525755961,130663,46,ExplicitMF
596,485835,4.932501003742233,130663,47,ExplicitMF
597,38932,4.930482610478827,130663,48,ExplicitMF
598,286386,4.9304629541084894,130663,49,ExplicitMF
599,226044,4.930431344539314,130663,50,ExplicitMF
600,205571,5.1281745099894165,461834,1,ExplicitMF
601,94459,5.121649251693884,461834,2,ExplicitMF
602,269750,5.1211149669708735,461834,3,ExplicitMF
603,284323,5.10760022143694,461834,4,ExplicitMF
604,231025,5.10588297646445,461834,5,ExplicitMF
605,66947,5.105365763051703,461834,6,ExplicitMF
606,214514,5.102278346713878,461834,7,ExplicitMF
607,240135,5.100602763560856,461834,8,ExplicitMF
608,280658,5.0996340210548405,461834,9,ExplicitMF
609,15420,5.098724367685955,461834,10,ExplicitMF
610,163973,5.098140496293742,461834,11,ExplicitMF
611,329227,5.097971648854322,461834,12,ExplicitMF
612,249488,5.096314603218336,461834,13,ExplicitMF
613,269483,5.095900150374708,461834,14,ExplicitMF
614,166675,5.09560904145873,461834,15,ExplicitMF
615,191999,5.094944256134494,461834,16,ExplicitMF
616,279997,5.093225159659041,461834,17,ExplicitMF
617,163971,5.093220029149069,461834,18,ExplicitMF
618,180696,5.093148521072569,461834,19,ExplicitMF
619,246690,5.092981237098686,461834,20,ExplicitMF
620,221194,5.092691822643762,461834,21,ExplicitMF
621,293870,5.092666050178959,461834,22,ExplicitMF
622,172701,5.092553839659421,461834,23,ExplicitMF
623,173567,5.092063777715736,461834,24,ExplicitMF
624,199311,5.091930512791552,461834,25,ExplicitMF
625,215229,5.091610705283499,461834,26,ExplicitMF
626,250163,5.0911789219458825,461834,27,ExplicitMF
627,255839,5.089401534037005,461834,28,ExplicitMF
628,310564,5.089118787946942,461834,29,ExplicitMF
629,99646,5.087476323812774,461834,30,ExplicitMF
630,176671,5.087061088581767,461834,31,ExplicitMF
631,250822,5.086977372801678,461834,32,ExplicitMF
632,291366,5.086583841496746,461834,33,ExplicitMF
633,190067,5.086556298489843,461834,34,ExplicitMF
634,220178,5.086553998066166,461834,35,ExplicitMF
635,379915,5.086353428697209,461834,36,ExplicitMF
636,377958,5.085985208792931,461834,37,ExplicitMF
637,44545,5.085830291844352,461834,38,ExplicitMF
638,213057,5.08527459528614,461834,39,ExplicitMF
639,171865,5.084915562238933,461834,40,ExplicitMF
640,114029,5.084264944338499,461834,41,ExplicitMF
641,244809,5.0840638145784185,461834,42,ExplicitMF
642,264072,5.082604342771666,461834,43,ExplicitMF
643,96210,5.082281163891646,461834,44,ExplicitMF
644,29570,5.08219075380202,461834,45,ExplicitMF
645,217397,5.082117630973112,461834,46,ExplicitMF
646,251561,5.081735999368935,461834,47,ExplicitMF
647,258307,5.081728882166151,461834,48,ExplicitMF
648,260905,5.0815305845421355,461834,49,ExplicitMF
649,242099,5.081362299472397,461834,50,ExplicitMF
650,253512,4.998334604665,17803,1,ExplicitMF
651,51784,4.960065343082509,17803,2,ExplicitMF
652,361334,4.8946238171949386,17803,3,ExplicitMF
653,211811,4.881205143502597,17803,4,ExplicitMF
654,147818,4.8736507213810984,17803,5,ExplicitMF
655,259484,4.8539989960849175,17803,6,ExplicitMF
656,101022,4.833716026019743,17803,7,ExplicitMF
657,369734,4.827001793699512,17803,8,ExplicitMF
658,304652,4.817485934640816,17803,9,ExplicitMF
659,330149,4.815977856661457,17803,10,ExplicitMF
660,197977,4.815357895578008,17803,11,ExplicitMF
661,164333,4.809466466662579,17803,12,ExplicitMF
662,61358,4.79459623065379,17803,13,ExplicitMF
663,174274,4.784232894949826,17803,14,ExplicitMF
664,339035,4.779216495193704,17803,15,ExplicitMF
665,428486,4.773552121417184,17803,16,ExplicitMF
666,293254,4.76081894254144,17803,17,ExplicitMF
667,347144,4.757819167015356,17803,18,ExplicitMF
668,250673,4.746848573822215,17803,19,ExplicitMF
669,59148,4.734434436559068,17803,20,ExplicitMF
670,347701,4.732239647555393,17803,21,ExplicitMF
671,52321,4.7295705762964175,17803,22,ExplicitMF
672,95096,4.724770627169112,17803,23,ExplicitMF
673,424013,4.722461417716732,17803,24,ExplicitMF
674,225347,4.719958014666394,17803,25,ExplicitMF
675,259452,4.709406277705422,17803,26,ExplicitMF
676,91182,4.708753466092363,17803,27,ExplicitMF
677,65815,4.707507366553015,17803,28,ExplicitMF
678,204913,4.706519009144405,17803,29,ExplicitMF
679,428485,4.706493093751393,17803,30,ExplicitMF
680,425199,4.701713466092408,17803,31,ExplicitMF
681,355747,4.6861992349491155,17803,32,ExplicitMF
682,180081,4.679306165624573,17803,33,ExplicitMF
683,328152,4.678431889228283,17803,34,ExplicitMF
684,335609,4.676171801893566,17803,35,ExplicitMF
685,186110,4.673522345765847,17803,36,ExplicitMF
686,323174,4.672172854525274,17803,37,ExplicitMF
687,276095,4.6681179767605725,17803,38,ExplicitMF
688,370537,4.664008439598185,17803,39,ExplicitMF
689,483789,4.663923801691917,17803,40,ExplicitMF
690,278809,4.661303404777546,17803,41,ExplicitMF
691,166284,4.656334497381116,17803,42,ExplicitMF
692,340753,4.655473206703779,17803,43,ExplicitMF
693,285084,4.654787187979985,17803,44,ExplicitMF
694,213049,4.651819885202161,17803,45,ExplicitMF
695,259779,4.650684868431505,17803,46,ExplicitMF
696,184631,4.650036683671465,17803,47,ExplicitMF
697,213195,4.64882793057752,17803,48,ExplicitMF
698,96210,4.648603973558191,17803,49,ExplicitMF
699,60549,4.648299648879713,17803,50,ExplicitMF
700,205571,5.161648214616061,498271,1,ExplicitMF
701,231025,5.088624986171195,498271,2,ExplicitMF
702,66947,5.073962780875751,498271,3,ExplicitMF
703,238073,5.071810550879474,498271,4,ExplicitMF
704,176671,5.069249785765472,498271,5,ExplicitMF
705,180696,5.06598683112332,498271,6,ExplicitMF
706,171692,5.063446931456085,498271,7,ExplicitMF
707,212632,5.063177263692825,498271,8,ExplicitMF
708,240135,5.0622505188405205,498271,9,ExplicitMF
709,172700,5.060742562235862,498271,10,ExplicitMF
710,264072,5.0595057487595385,498271,11,ExplicitMF
711,166675,5.059303781230047,498271,12,ExplicitMF
712,173567,5.058308035385536,498271,13,ExplicitMF
713,15420,5.0575976913354195,498271,14,ExplicitMF
714,220201,5.057546031309323,498271,15,ExplicitMF
715,213057,5.055258706430095,498271,16,ExplicitMF
716,171865,5.055091372659846,498271,17,ExplicitMF
717,309558,5.054275651811821,498271,18,ExplicitMF
718,29570,5.054155192462568,498271,19,ExplicitMF
719,455496,5.051528485618681,498271,20,ExplicitMF
720,172701,5.0504309022016205,498271,21,ExplicitMF
721,214514,5.049863724759333,498271,22,ExplicitMF
722,255839,5.049803542204441,498271,23,ExplicitMF
723,250163,5.049389664426859,498271,24,ExplicitMF
724,329040,5.049279493593587,498271,25,ExplicitMF
725,269483,5.048974242161024,498271,26,ExplicitMF
726,310564,5.048832362958024,498271,27,ExplicitMF
727,330056,5.048820012952852,498271,28,ExplicitMF
728,485835,5.048394918445958,498271,29,ExplicitMF
729,238464,5.048387822540572,498271,30,ExplicitMF
730,163484,5.048175659254868,498271,31,ExplicitMF
731,166111,5.047704336507508,498271,32,ExplicitMF
732,423600,5.0476837634214755,498271,33,ExplicitMF
733,99646,5.047437165053672,498271,34,ExplicitMF
734,128304,5.046690961833743,498271,35,ExplicitMF
735,303753,5.0466000115764365,498271,36,ExplicitMF
736,290979,5.046051796178654,498271,37,ExplicitMF
737,103136,5.045784556489445,498271,38,ExplicitMF
738,336382,5.045540998894361,498271,39,ExplicitMF
739,213195,5.045158052278268,498271,40,ExplicitMF
740,369543,5.045008960290863,498271,41,ExplicitMF
741,177984,5.044721248343429,498271,42,ExplicitMF
742,194202,5.0447124776184715,498271,43,ExplicitMF
743,211060,5.044412747944337,498271,44,ExplicitMF
744,229172,5.044378744339851,498271,45,ExplicitMF
745,186129,5.04419036732823,498271,46,ExplicitMF
746,246690,5.043951405741064,498271,47,ExplicitMF
747,199311,5.0434448401335485,498271,48,ExplicitMF
748,100307,5.042623026618189,498271,49,ExplicitMF
749,225953,5.042305080932217,498271,50,ExplicitMF
750,280658,5.080514045464061,296027,1,ExplicitMF
751,114029,5.074230320751608,296027,2,ExplicitMF
752,225076,5.065993509516106,296027,3,ExplicitMF
753,423875,5.065640453817889,296027,4,ExplicitMF
754,66947,5.059783798576171,296027,5,ExplicitMF
755,15420,5.057815456126322,296027,6,ExplicitMF
756,310564,5.054025909733823,296027,7,ExplicitMF
757,173567,5.048499970626407,296027,8,ExplicitMF
758,166675,5.046674276664316,296027,9,ExplicitMF
759,215229,5.045606147963607,296027,10,ExplicitMF
760,369543,5.041340051084589,296027,11,ExplicitMF
761,485835,5.03951417635396,296027,12,ExplicitMF
762,212632,5.03856824886336,296027,13,ExplicitMF
763,213195,5.038436020936346,296027,14,ExplicitMF
764,329227,5.0381322208634485,296027,15,ExplicitMF
765,215699,5.037371952599542,296027,16,ExplicitMF
766,59148,5.036170086935009,296027,17,ExplicitMF
767,91577,5.035752895670121,296027,18,ExplicitMF
768,244809,5.035205360998722,296027,19,ExplicitMF
769,229172,5.03214468523911,296027,20,ExplicitMF
770,293870,5.031498827230042,296027,21,ExplicitMF
771,96210,5.031108098802109,296027,22,ExplicitMF
772,307480,5.03074815298904,296027,23,ExplicitMF
773,330056,5.030429488703978,296027,24,ExplicitMF
774,171865,5.030069364527692,296027,25,ExplicitMF
775,348292,5.030018392037407,296027,26,ExplicitMF
776,185025,5.029605093195518,296027,27,ExplicitMF
777,242099,5.029298930373101,296027,28,ExplicitMF
778,423600,5.029015847066859,296027,29,ExplicitMF
779,299887,5.028554057058691,296027,30,ExplicitMF
780,174274,5.028248537251101,296027,31,ExplicitMF
781,163484,5.0281241174282405,296027,32,ExplicitMF
782,213528,5.0275032021662165,296027,33,ExplicitMF
783,278487,5.027366842252808,296027,34,ExplicitMF
784,208461,5.027123257045404,296027,35,ExplicitMF
785,238464,5.026953042358462,296027,36,ExplicitMF
786,190689,5.026716402977736,296027,37,ExplicitMF
787,171513,5.0258218782410164,296027,38,ExplicitMF
788,176535,5.025694652954682,296027,39,ExplicitMF
789,389811,5.025370181436708,296027,40,ExplicitMF
790,309558,5.023813327161545,296027,41,ExplicitMF
791,177981,5.023161509239757,296027,42,ExplicitMF
792,29570,5.022811855503754,296027,43,ExplicitMF
793,291366,5.022481575336844,296027,44,ExplicitMF
794,211060,5.022480406287859,296027,45,ExplicitMF
795,163845,5.021601654354338,296027,46,ExplicitMF
796,255839,5.021419743898707,296027,47,ExplicitMF
797,375460,5.021410575824385,296027,48,ExplicitMF
798,170960,5.021377795776203,296027,49,ExplicitMF
799,128304,5.021312008138556,296027,50,ExplicitMF
800,215229,4.965879295695667,35526,1,ExplicitMF
801,240135,4.962236885175294,35526,2,ExplicitMF
802,173567,4.953392718625442,35526,3,ExplicitMF
803,249052,4.9510360443632795,35526,4,ExplicitMF
804,176535,4.950947436856509,35526,5,ExplicitMF
805,212632,4.947536379816028,35526,6,ExplicitMF
806,213057,4.946375732296971,35526,7,ExplicitMF
807,166675,4.946217266121455,35526,8,ExplicitMF
808,59091,4.943993909119476,35526,9,ExplicitMF
809,163484,4.942817607308988,35526,10,ExplicitMF
810,293870,4.941831649742014,35526,11,ExplicitMF
811,213195,4.941096932536866,35526,12,ExplicitMF
812,423600,4.940899676795585,35526,13,ExplicitMF
813,234344,4.9404231667970855,35526,14,ExplicitMF
814,242099,4.939669430531339,35526,15,ExplicitMF
815,171513,4.939610489161093,35526,16,ExplicitMF
816,128304,4.939502667349503,35526,17,ExplicitMF
817,59356,4.936533630726797,35526,18,ExplicitMF
818,253455,4.936154837384923,35526,19,ExplicitMF
819,209715,4.935516731476162,35526,20,ExplicitMF
820,249488,4.934645331006698,35526,21,ExplicitMF
821,253724,4.934598553584415,35526,22,ExplicitMF
822,299887,4.933311974251573,35526,23,ExplicitMF
823,213034,4.932961607330402,35526,24,ExplicitMF
824,29570,4.932788649358788,35526,25,ExplicitMF
825,250163,4.93197444816504,35526,26,ExplicitMF
826,278487,4.93122974559986,35526,27,ExplicitMF
827,216275,4.9311971456552435,35526,28,ExplicitMF
828,310564,4.929394367343873,35526,29,ExplicitMF
829,280658,4.929190584317838,35526,30,ExplicitMF
830,204915,4.929105364403321,35526,31,ExplicitMF
831,244809,4.928991681577289,35526,32,ExplicitMF
832,184658,4.9287171754596955,35526,33,ExplicitMF
833,211060,4.928704058367564,35526,34,ExplicitMF
834,186129,4.9286146166697,35526,35,ExplicitMF
835,309558,4.928477000220965,35526,36,ExplicitMF
836,216034,4.928040619685351,35526,37,ExplicitMF
837,369543,4.927314844819536,35526,38,ExplicitMF
838,213528,4.926536578371415,35526,39,ExplicitMF
839,238464,4.926504412585398,35526,40,ExplicitMF
840,93873,4.926010590395821,35526,41,ExplicitMF
841,249706,4.925724702952888,35526,42,ExplicitMF
842,194202,4.925140690348181,35526,43,ExplicitMF
843,249484,4.924686069036005,35526,44,ExplicitMF
844,180696,4.9235216052007695,35526,45,ExplicitMF
845,485835,4.9233460772046245,35526,46,ExplicitMF
846,176671,4.923316293719135,35526,47,ExplicitMF
847,248554,4.923157654821685,35526,48,ExplicitMF
848,245071,4.923145550734553,35526,49,ExplicitMF
849,171865,4.922889769411811,35526,50,ExplicitMF
850,347701,4.728584258915411,135470,1,ExplicitMF
851,253512,4.645397920682659,135470,2,ExplicitMF
852,250673,4.6310099442449495,135470,3,ExplicitMF
853,101022,4.608978188744293,135470,4,ExplicitMF
854,323174,4.575060078918843,135470,5,ExplicitMF
855,423872,4.557127042239872,135470,6,ExplicitMF
856,293254,4.533448309547434,135470,7,ExplicitMF
857,217536,4.520177616694731,135470,8,ExplicitMF
858,355747,4.51022661075713,135470,9,ExplicitMF
859,243106,4.489021451513838,135470,10,ExplicitMF
860,65815,4.46164454696281,135470,11,ExplicitMF
861,339035,4.456317052724525,135470,12,ExplicitMF
862,270197,4.437887014596105,135470,13,ExplicitMF
863,320671,4.433776264755668,135470,14,ExplicitMF
864,306110,4.427750897623672,135470,15,ExplicitMF
865,8826,4.423702502342906,135470,16,ExplicitMF
866,170262,4.4203197718136416,135470,17,ExplicitMF
867,279301,4.41729032619459,135470,18,ExplicitMF
868,262317,4.413525652643145,135470,19,ExplicitMF
869,214525,4.412733216750948,135470,20,ExplicitMF
870,66947,4.406823616700182,135470,21,ExplicitMF
871,305025,4.401723023340264,135470,22,ExplicitMF
872,146320,4.400042784261375,135470,23,ExplicitMF
873,56179,4.395163288495924,135470,24,ExplicitMF
874,35232,4.393880190074538,135470,25,ExplicitMF
875,277938,4.39327032908831,135470,26,ExplicitMF
876,184658,4.393063480091681,135470,27,ExplicitMF
877,44087,4.391211908322948,135470,28,ExplicitMF
878,146046,4.389879354112889,135470,29,ExplicitMF
879,211811,4.388972319097681,135470,30,ExplicitMF
880,330149,4.388583496896557,135470,31,ExplicitMF
881,286386,4.384314958681371,135470,32,ExplicitMF
882,213057,4.38365089800173,135470,33,ExplicitMF
883,332250,4.382823144287178,135470,34,ExplicitMF
884,173567,4.382459497113146,135470,35,ExplicitMF
885,166675,4.3823326130725055,135470,36,ExplicitMF
886,335609,4.37981653499559,135470,37,ExplicitMF
887,290151,4.378909648798042,135470,38,ExplicitMF
888,273893,4.3780468286752745,135470,39,ExplicitMF
889,310390,4.377844594379405,135470,40,ExplicitMF
890,194202,4.375897805673214,135470,41,ExplicitMF
891,65503,4.374025178683084,135470,42,ExplicitMF
892,250163,4.37216157203023,135470,43,ExplicitMF
893,278487,4.371825412690572,135470,44,ExplicitMF
894,8730,4.371417871883843,135470,45,ExplicitMF
895,179477,4.369738937685945,135470,46,ExplicitMF
896,225953,4.365295252246674,135470,47,ExplicitMF
897,259484,4.3647637868172735,135470,48,ExplicitMF
898,185025,4.364253406692169,135470,49,ExplicitMF
899,64855,4.3637049012305456,135470,50,ExplicitMF
900,176535,5.142714516969786,324390,1,ExplicitMF
901,114029,5.13864144718014,324390,2,ExplicitMF
902,318203,5.130141104413085,324390,3,ExplicitMF
903,215229,5.129899390422155,324390,4,ExplicitMF
904,284323,5.127442029725356,324390,5,ExplicitMF
905,66947,5.125115539799401,324390,6,ExplicitMF
906,264072,5.124957849111638,324390,7,ExplicitMF
907,293870,5.1173559339820525,324390,8,ExplicitMF
908,59148,5.116149399738307,324390,9,ExplicitMF
909,240135,5.115053027568954,324390,10,ExplicitMF
910,15420,5.115040846238881,324390,11,ExplicitMF
911,345806,5.113938212478557,324390,12,ExplicitMF
912,180696,5.113342415463612,324390,13,ExplicitMF
913,171865,5.11042073052511,324390,14,ExplicitMF
914,272173,5.110155539500166,324390,15,ExplicitMF
915,163973,5.108703100381445,324390,16,ExplicitMF
916,353632,5.108396057959392,324390,17,ExplicitMF
917,213057,5.107628579272935,324390,18,ExplicitMF
918,171867,5.107249172647161,324390,19,ExplicitMF
919,250163,5.106739166021827,324390,20,ExplicitMF
920,214514,5.105966668265825,324390,21,ExplicitMF
921,291366,5.105937707334813,324390,22,ExplicitMF
922,220201,5.10553661894036,324390,23,ExplicitMF
923,216034,5.105027607960273,324390,24,ExplicitMF
924,171513,5.104716400785511,324390,25,ExplicitMF
925,213195,5.1044451076719906,324390,26,ExplicitMF
926,310564,5.10431234980273,324390,27,ExplicitMF
927,172701,5.103228801734828,324390,28,ExplicitMF
928,347635,5.101081734694568,324390,29,ExplicitMF
929,330056,5.100242182849622,324390,30,ExplicitMF
930,215699,5.099619406327223,324390,31,ExplicitMF
931,229172,5.09957197966489,324390,32,ExplicitMF
932,249706,5.0995387014269475,324390,33,ExplicitMF
933,391956,5.099528184759094,324390,34,ExplicitMF
934,309558,5.099275349401127,324390,35,ExplicitMF
935,163484,5.099193550544331,324390,36,ExplicitMF
936,329040,5.09900208778745,324390,37,ExplicitMF
937,255839,5.098766685767746,324390,38,ExplicitMF
938,166284,5.098355758805468,324390,39,ExplicitMF
939,455496,5.098171253730939,324390,40,ExplicitMF
940,485835,5.09787887972127,324390,41,ExplicitMF
941,103136,5.097861703493586,324390,42,ExplicitMF
942,229351,5.097602448414734,324390,43,ExplicitMF
943,336382,5.097549895050785,324390,44,ExplicitMF
944,244809,5.0973712863349565,324390,45,ExplicitMF
945,231025,5.097246572220389,324390,46,ExplicitMF
946,229839,5.096855185074367,324390,47,ExplicitMF
947,96210,5.096626502286475,324390,48,ExplicitMF
948,423600,5.096431832503263,324390,49,ExplicitMF
949,59091,5.096148070215928,324390,50,ExplicitMF
950,166673,5.068641324171472,1535,1,ExplicitMF
951,249052,4.890666803437562,1535,2,ExplicitMF
952,305058,4.76678502618469,1535,3,ExplicitMF
953,304905,4.7441658270302085,1535,4,ExplicitMF
954,211811,4.722272079629626,1535,5,ExplicitMF
955,223066,4.720702426605867,1535,6,ExplicitMF
956,355747,4.716962660047572,1535,7,ExplicitMF
957,166537,4.712926638214872,1535,8,ExplicitMF
958,193601,4.689708027413863,1535,9,ExplicitMF
959,216034,4.6796882716071195,1535,10,ExplicitMF
960,34207,4.671976263716115,1535,11,ExplicitMF
961,330149,4.664720122663046,1535,12,ExplicitMF
962,259452,4.652701891637897,1535,13,ExplicitMF
963,250276,4.651113796705753,1535,14,ExplicitMF
964,369734,4.635983086623682,1535,15,ExplicitMF
965,101117,4.630113371565273,1535,16,ExplicitMF
966,86969,4.62090039752413,1535,17,ExplicitMF
967,259484,4.619484383339812,1535,18,ExplicitMF
968,169601,4.6151275372761935,1535,19,ExplicitMF
969,347701,4.611301106972893,1535,20,ExplicitMF
970,233882,4.60944550283222,1535,21,ExplicitMF
971,44087,4.604963665585775,1535,22,ExplicitMF
972,293254,4.5983197532277,1535,23,ExplicitMF
973,262317,4.596001740962458,1535,24,ExplicitMF
974,220304,4.593449514243344,1535,25,ExplicitMF
975,279511,4.592776532170667,1535,26,ExplicitMF
976,277938,4.5830427854571445,1535,27,ExplicitMF
977,66947,4.580455741031367,1535,28,ExplicitMF
978,401913,4.57782043380192,1535,29,ExplicitMF
979,423600,4.577188278650312,1535,30,ExplicitMF
980,253455,4.574800656055231,1535,31,ExplicitMF
981,232823,4.57427429267951,1535,32,ExplicitMF
982,153549,4.571113342228904,1535,33,ExplicitMF
983,130078,4.56861780347624,1535,34,ExplicitMF
984,185518,4.567059442732049,1535,35,ExplicitMF
985,163484,4.565881432955385,1535,36,ExplicitMF
986,60510,4.56461479139854,1535,37,ExplicitMF
987,219809,4.560467525648314,1535,38,ExplicitMF
988,273893,4.560044397962024,1535,39,ExplicitMF
989,213057,4.557561267224136,1535,40,ExplicitMF
990,65503,4.555575204288716,1535,41,ExplicitMF
991,95673,4.553268254943381,1535,42,ExplicitMF
992,335609,4.552034988992,1535,43,ExplicitMF
993,278487,4.550313187288124,1535,44,ExplicitMF
994,180081,4.550214228009105,1535,45,ExplicitMF
995,310564,4.549840804503979,1535,46,ExplicitMF
996,173567,4.549122369636312,1535,47,ExplicitMF
997,184658,4.5488365249430185,1535,48,ExplicitMF
998,240135,4.547519866642748,1535,49,ExplicitMF
999,250163,4.5463874309653765,1535,50,ExplicitMF
1000,202648,5.149134829932517,169430,1,ExplicitMF
1001,65931,5.147028500234575,169430,2,ExplicitMF
1002,423875,5.1336666357866205,169430,3,ExplicitMF
1003,306714,5.128781717204198,169430,4,ExplicitMF
1004,258994,5.11491772098452,169430,5,ExplicitMF
1005,126943,5.105139329687432,169430,6,ExplicitMF
1006,191999,5.101775259148721,169430,7,ExplicitMF
1007,331143,5.0854085334745545,169430,8,ExplicitMF
1008,353387,5.082625647659588,169430,9,ExplicitMF
1009,17104,5.080843680949133,169430,10,ExplicitMF
1010,179477,5.073736751807618,169430,11,ExplicitMF
1011,265900,5.073194951101676,169430,12,ExplicitMF
1012,323174,5.06507847246849,169430,13,ExplicitMF
1013,281442,5.0650289074411265,169430,14,ExplicitMF
1014,425199,5.055122315258602,169430,15,ExplicitMF
1015,243271,5.053758371010374,169430,16,ExplicitMF
1016,197977,5.052504451744221,169430,17,ExplicitMF
1017,123555,5.050327532165512,169430,18,ExplicitMF
1018,470687,5.050082943579701,169430,19,ExplicitMF
1019,202547,5.045466167452586,169430,20,ExplicitMF
1020,178445,5.044122255375587,169430,21,ExplicitMF
1021,95096,5.041290219559201,169430,22,ExplicitMF
1022,155731,5.0408180833899,169430,23,ExplicitMF
1023,169648,5.039563241511255,169430,24,ExplicitMF
1024,284323,5.036843768982442,169430,25,ExplicitMF
1025,428485,5.032925377726493,169430,26,ExplicitMF
1026,56179,5.031522437159436,169430,27,ExplicitMF
1027,375460,5.030657891717931,169430,28,ExplicitMF
1028,66947,5.0305250919300875,169430,29,ExplicitMF
1029,224908,5.027026233435263,169430,30,ExplicitMF
1030,272173,5.025343213633373,169430,31,ExplicitMF
1031,114029,5.0241563242995255,169430,32,ExplicitMF
1032,310564,5.023467712380016,169430,33,ExplicitMF
1033,213066,5.022745358489522,169430,34,ExplicitMF
1034,213057,5.021199778132565,169430,35,ExplicitMF
1035,482806,5.01996490412488,169430,36,ExplicitMF
1036,213195,5.019936136973687,169430,37,ExplicitMF
1037,269750,5.018960741186996,169430,38,ExplicitMF
1038,370537,5.018639023990147,169430,39,ExplicitMF
1039,96210,5.018630430780136,169430,40,ExplicitMF
1040,374335,5.018042887257566,169430,41,ExplicitMF
1041,91577,5.015870947942618,169430,42,ExplicitMF
1042,163973,5.0153995801900155,169430,43,ExplicitMF
1043,173567,5.0143988272309405,169430,44,ExplicitMF
1044,229172,5.014007829693767,169430,45,ExplicitMF
1045,214514,5.013086605844669,169430,46,ExplicitMF
1046,457386,5.013015544470765,169430,47,ExplicitMF
1047,358492,5.012832846185601,169430,48,ExplicitMF
1048,199303,5.012600829219066,169430,49,ExplicitMF
1049,166675,5.010458222104383,169430,50,ExplicitMF
1050,280658,5.01984592069525,131674,1,ExplicitMF
1051,59148,5.0116261605583485,131674,2,ExplicitMF
1052,66947,5.006548008533734,131674,3,ExplicitMF
1053,202648,5.002180497904806,131674,4,ExplicitMF
1054,114029,4.997367603351435,131674,5,ExplicitMF
1055,15420,4.995338894672975,131674,6,ExplicitMF
1056,309558,4.994978050640159,131674,7,ExplicitMF
1057,169648,4.994294047929881,131674,8,ExplicitMF
1058,240135,4.989813320719848,131674,9,ExplicitMF
1059,96210,4.988570362958101,131674,10,ExplicitMF
1060,217400,4.988562377275262,131674,11,ExplicitMF
1061,310564,4.987982638499899,131674,12,ExplicitMF
1062,329227,4.987353450010123,131674,13,ExplicitMF
1063,369772,4.986993853981178,131674,14,ExplicitMF
1064,485835,4.986635236260288,131674,15,ExplicitMF
1065,163845,4.9862691889248145,131674,16,ExplicitMF
1066,293870,4.985659285096883,131674,17,ExplicitMF
1067,215699,4.98541796438013,131674,18,ExplicitMF
1068,171865,4.985310615503182,131674,19,ExplicitMF
1069,166675,4.984210631076737,131674,20,ExplicitMF
1070,423600,4.9840561380465545,131674,21,ExplicitMF
1071,211060,4.983859923193397,131674,22,ExplicitMF
1072,265900,4.98326062234889,131674,23,ExplicitMF
1073,133701,4.982285790085631,131674,24,ExplicitMF
1074,213066,4.982074050268472,131674,25,ExplicitMF
1075,212632,4.981222141579684,131674,26,ExplicitMF
1076,163484,4.980799940213128,131674,27,ExplicitMF
1077,54448,4.980699902845375,131674,28,ExplicitMF
1078,91577,4.980612199904196,131674,29,ExplicitMF
1079,278487,4.980610908146104,131674,30,ExplicitMF
1080,166284,4.980533710488791,131674,31,ExplicitMF
1081,244809,4.980439754113298,131674,32,ExplicitMF
1082,353632,4.980404757036215,131674,33,ExplicitMF
1083,213529,4.979784885120986,131674,34,ExplicitMF
1084,229351,4.978862486392828,131674,35,ExplicitMF
1085,172701,4.978069791407074,131674,36,ExplicitMF
1086,247006,4.9769012351194375,131674,37,ExplicitMF
1087,280875,4.9768778591442,131674,38,ExplicitMF
1088,173889,4.976729270383731,131674,39,ExplicitMF
1089,60549,4.975805511225574,131674,40,ExplicitMF
1090,225953,4.975499887055929,131674,41,ExplicitMF
1091,199311,4.975307319315854,131674,42,ExplicitMF
1092,290979,4.9752847531392295,131674,43,ExplicitMF
1093,246690,4.974611776968856,131674,44,ExplicitMF
1094,29570,4.974524015392379,131674,45,ExplicitMF
1095,369543,4.9742417220973945,131674,46,ExplicitMF
1096,132566,4.9739204032954305,131674,47,ExplicitMF
1097,348117,4.9737906195956105,131674,48,ExplicitMF
1098,198616,4.973699954232485,131674,49,ExplicitMF
1099,249706,4.973487225861077,131674,50,ExplicitMF
1100,215229,5.09112936785165,158086,1,ExplicitMF
1101,66947,5.055970114689664,158086,2,ExplicitMF
1102,264072,5.053761161413721,158086,3,ExplicitMF
1103,345806,5.053316518839613,158086,4,ExplicitMF
1104,212632,5.051694915462333,158086,5,ExplicitMF
1105,284323,5.048166290746936,158086,6,ExplicitMF
1106,240135,5.042075023096691,158086,7,ExplicitMF
1107,163484,5.039572722642725,158086,8,ExplicitMF
1108,15420,5.038016322984196,158086,9,ExplicitMF
1109,176671,5.0371615787267725,158086,10,ExplicitMF
1110,213057,5.034415743209619,158086,11,ExplicitMF
1111,166675,5.034190342111321,158086,12,ExplicitMF
1112,163973,5.033480856485272,158086,13,ExplicitMF
1113,293870,5.03258947103313,158086,14,ExplicitMF
1114,29570,5.032520644955781,158086,15,ExplicitMF
1115,423600,5.030605711870174,158086,16,ExplicitMF
1116,173567,5.029059325355548,158086,17,ExplicitMF
1117,231025,5.0288900786399,158086,18,ExplicitMF
1118,59356,5.028610634915287,158086,19,ExplicitMF
